store_prod_name,parent_tag,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場海鮮自助餐廳】EZTABLE 獨家方案，週二至週四 晚餐吃到飽優惠價 $900/人（原價 $1045） - 9,餐飲,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場海鮮自助餐廳】EZTABLE 獨家方案，週五 晚餐吃到飽優惠價 $1000/人（原價 $1155） - 3,餐飲,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場海鮮自助餐廳】EZTABLE 獨家方案，週五至週日晚餐、週六至週日午餐 吃到飽優惠價 $1000/人（原價 $1155） - 2,餐飲,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場海鮮自助餐廳】EZTABLE 獨家方案，週五至週日晚餐、週六至週日午餐 吃到飽優惠價 $1000/人（原價 $1155） - 3,餐飲,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場海鮮自助餐廳】EZTABLE 獨家方案，週五晚餐(不分時段)	 週六至週日午晚餐第二輪吃到飽優惠價 $1000/人（原價 $1155） - 2,餐飲,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場海鮮自助餐廳】EZTABLE 獨家方案，週五晚餐(不分時段)	 週六至週日午晚餐第二輪吃到飽優惠價 $1000/人（原價 $1155） - 4,餐飲,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場海鮮自助餐廳】EZTABLE 獨家方案，週六至週日午晚餐 第一輪吃到飽優惠價 $950人 - 2,餐飲,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場海鮮自助餐廳】EZTABLE 獨家方案，週六至週日午晚餐 第一輪吃到飽優惠價 $950人 - 4,餐飲,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場-晶華國際酒店集團】EZTABLE2020花賞美食節，週一至週五午餐吃到飽優惠價$750/人（原價$935） - 2,餐飲,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場-晶華國際酒店集團】EZTABLE2020花賞美食節，週一至週四晚餐吃到飽優惠價$850/人（原價$1045） - 2,餐飲,,,
泰市場 Spice Market - 誠品信義旗艦店 - 台北【泰市場-晶華國際酒店集團】EZTABLE2020花賞美食節，週五至週日晚餐、週六至週日午餐吃到飽優惠價$950/人（原價$1155） - 2,餐飲,,,
泰亞泰式養生館 - 泰式古法指壓 + 背部油推 120 min - 1,按摩,,,
泰金麒泰式養身會館 - 泰式古法指壓 120 min - 1,按摩,,,
泰晶殿 八德會館 - 泰式頂級皇家御用按摩 120 min - 1,按摩,,,
泰晶殿 三民會館 - 泰式頂級皇家御用按摩 120 min - 2,按摩,,,
泰晶殿 大墩會館 - 泰式頂級皇家御用按摩 120 min - 1,按摩,,,
泰晶殿 大墩會館 - 泰式頂級皇家御用按摩 120 min - 2,按摩,,,
泰晶殿 中華會館 - 泰式頂級皇家御用按摩 120 min - 1,按摩,,,
泰晶殿 中華會館 - 泰式頂級皇家御用按摩 120 min - 2,按摩,,,
泰晶殿 公益會館 - 泰式頂級皇家御用按摩 120 min - 1,按摩,,,
泰晶殿 文心會館 - 泰式頂級皇家御用按摩 120 min - 1,按摩,,,
泰晶殿 安和會館 - 泰式頂級皇家御用按摩 120 min - 1,按摩,,,
泰舒活 SPA 會館 - 泰式精油紓壓按摩 120 min - 2,按摩,,,
海邊走走 HiWalk - 新鮮魚骨頭酥（單罐入） - 2<br>紫海派綜合蛋捲禮盒 - 1,餐飲,,,
海邊走走 HiWalk - 鐵觀音茶蛋捲 - 4<br>經典肉鬆蛋捲 - 4,餐飲,,,
烤寨泰式餐酒館 Kao Jai Thai Bistro(忠孝復興站) - 台北【烤寨泰式餐酒館 KaoJai Thai Bistro】EZTABLE 雙12優惠，預付$400/人，兩人同行即享 招牌雞翅 或是 檳榔沙拉 二擇一（價值$250） - 2,餐飲,,,
班杰諾義法餐廳 Boungiorno J Ristorante - 台北【班杰諾義法餐廳 Boungiorno J Ristorante】EZTABLE 獨家方案，雙人豪華套餐 (Set Menu for two) 優惠價 $1	980+10% /2人  - 1,餐飲,,,
真心台菜 - 微風廣場 GF - 台北【真心台菜】EZTABLE 2020年春節方案，1/25 - 1/29 初一至初五，五人桌菜 獨家優惠價 $9900（原價$ 10890）再贈$1500的砂鍋魚頭券(下次兌換)！ - 1,餐飲,,,
神牛日式燒肉店民生店 - 台北【神牛日式燒肉店民生店】EZTABLE 獨家方案，每人預付 $545 元/人，享原價 $600 元吃到飽！ - 2,餐飲,,,
神牛日式燒肉店永和店 - 台北【神牛日式燒肉店永和店】EZTABLE 獨家方案，每人預付 $545 元/人，享原價 $600 元吃到飽！ - 2,餐飲,,,
神旺大飯店 - 普諾麵包坊 - 10吋－草莓甜心 (需三天前預訂) - 1,餐飲,,,
神旺大飯店 - 普諾麵包坊 - 8吋－白色之戀 - 1,餐飲,,,
秘魯料理小酒館Fiesta restaurant & Bar - 台北【 秘魯料理小酒館Fiesta restaurant & Bar】EZTABLE 2020 花賞美食節，預付 $1000/2人，可享雙人套餐乙份(原價 $1430),餐飲,,,
秦小姐豆漿店 - 玉米蛋餅 - 1<br>玉米蛋燒餅 - 1<br>原味燒餅 - 3<br>豆漿 - 2<br>豆漿 - 1<br>米漿 - 1<br>蘿蔔絲酥餅 - 1<br>肉鬆蛋餅 - 1<br>雙蛋蛋餅 - 1<br>蔥花餅夾蛋 - 1<br>飯糰加蛋 (可做素食) - 1<br>獅子頭（大顆）/盒 (8:00後才供應唷！) - 1,餐飲,,,
秦小姐豆漿店 - 培根蛋餅 - 1<br>豆漿 - 3<br>獅子頭蛋餅 - 1<br>油條蛋餅 - 1<br>饅頭夾蛋 - 1,餐飲,,,
紙飛機藝術中心 - 兒童美術｜5 - 10 歲｜1.5 h - 1,運動休閒,,,
素問足體養生會館 - 腳底 + 全身指壓 110 min - 1,按摩,,,
素問足體養生會館 - 腳底按摩 70 min - 1,按摩,,,
素問足體養生會館 - 精油SPA按摩 60 min - 1,按摩,,,
茶苑-台北君悅酒店 Grand Hyatt Taipei - 台北【茶苑-台北君悅酒店 Grand Hyatt Taipei】EZTABLE 獨家方案，舒芙蕾下午茶套餐 (菠菜蟹肉舒芙蕾搭配主菜精選海鮮匯)特別優惠價 $1180 元 (原價 $1298+10%) - 2,餐飲,,,
草立日心薏仁創意小品 - 外帶｜薏仁甜品 9 折起 - 1,餐飲,,,
馬友友印度餐廳酒吧 & 水煙館 - 松江店 MIK 6 - 台北【馬友友印度餐廳酒吧 & 水煙館 - 松江店 MIK 6】EZTABLE 獨家方案，預付$ 500/人，現場結帳折抵$ 550元！（預付金額可抵消費） - 2,餐飲,,,
馬可波羅義大利餐廳 - 台北香格里拉遠東國際大飯店 - 【馬可波羅餐廳- 台北遠東國際大飯店】EZTABLE 獨家方案，平假日每人預付 $1000 ，贈精選葡萄酒一杯！ - 1,餐飲,,,
高雄林皇宮-森林百匯 - 【森林百匯-高雄林皇宮】EZTABLE 獨家方案，平日午餐 (週一～週五) 優惠價 830 元/人 - 2,餐飲,,,
高雄林皇宮-森林百匯 - 【森林百匯-高雄林皇宮】EZTABLE 獨家方案，平日午餐 (週一～週五) 優惠價 830 元/人 - 4,餐飲,,,
高雄林皇宮-森林百匯 - 【森林百匯-高雄林皇宮】EZTABLE 獨家方案，平日午餐 (週一～週五) 優惠價 830 元/人 - 5,餐飲,,,
高雄林皇宮-森林百匯 - 【森林百匯-高雄林皇宮】EZTABLE 獨家方案，假日下午茶 (週六～週日) 優惠價 725 元/人 - 1,餐飲,,,
高雄林皇宮-森林百匯 - 【森林百匯-高雄林皇宮】EZTABLE 獨家方案，假日下午茶 (週六～週日) 優惠價 725 元/人 - 3,餐飲,,,
高雄林皇宮-森林百匯 - 【森林百匯-高雄林皇宮】EZTABLE 獨家方案，假日午晚餐 (週六～週日) 優惠價 995 元/人 - 2,餐飲,,,
高雄林皇宮-森林百匯 - 【森林百匯-高雄林皇宮】EZTABLE 獨家方案，假日午晚餐 (週六～週日) 優惠價 995 元/人 - 4,餐飲,,,
高雄林皇宮-森林百匯 - 【森林百匯-高雄林皇宮】EZTABLE獨家方案，平日晚餐(週一～週五)優惠價830元/人 - 2,餐飲,,,
高雄林皇宮-森林百匯 - 高雄【高雄林皇宮-森林百匯】EZTABLE 2020年春節方案，1/27-1/29（初三-初五）午晚餐優惠價 $1045/人 - 1,餐飲,,,
高麗棒韓國烤肉店 - 台北【高麗棒韓國烤肉店】EZTABLE 獨家方案，預付 $480/人 用餐可抵 $520 消費 - 3,餐飲,,,
高麗棒韓國烤肉店 - 台北【高麗棒韓國烤肉店】EZTABLE 獨家方案，預付 $480/人 用餐可抵 $520 消費 - 5,餐飲,,,
鬥牛士經典牛排 - 長安店 - 台北【鬥牛士經典牛排 - 長安店】EZTABLE 獨家方案，預付 $300/人，贈每人「主廚特製飲品」乙份 - 4,餐飲,,,
鬥牛士經典牛排 - 長安店 - 台北【鬥牛士經典牛排 - 長安店】EZTABLE 獨家方案，預付 $300/人，贈每人「主廚特製飲品」乙份 - 6,餐飲,,,
乾隆水產超市火鍋(中山國中站) - 台北【乾隆水產超市火鍋（中山國中站）】EZTABLE獨家方案，每人預付訂金 $350，立即搶位！ - 3,餐飲,,,
乾隆水產超市火鍋(中山國中站) - 台北【乾隆水產超市火鍋（中山國中站）】EZTABLE獨家方案，每人預付訂金 $350，立即搶位！ - 5,餐飲,,,
剪不簡單髮藝 - 造型剪髮｜含洗 - 1,美顏/造型,,,
參拾柒 cafe + tea - 現場 200 元折抵 ｜贈手作布丁 1 個 - 1,餐飲,,,
崔官霸氣鍋(板橋店) - 新北【崔官霸氣鍋-板橋店】EZTABLE 獨家方案， 預付 $500/人，每桌招待當日精選肉品乙份！ - 2,餐飲,,,
巢鍋 shabu - 新北【巢鍋】EZTABLE 2019 線上美食旅展，平日晚餐及假日午、晚餐預付 $458/人，可享鍋物吃到飽，獨家保留位！（價格已含服務費） - 2,餐飲,,,
康老師日式經絡按摩 板橋店,按摩,,,
康妍養生館 - 足部 + 身體按摩 80 min - 1,按摩,,,
彩日本料理 - 台北君悅酒店 Grand Hyatt Taipei - 台北【彩日本料理-台北君悅酒店 Grand Hyatt Taipei】EZTABLE 2/15-4/30 限時預訂，假日午晚餐吃到飽 特別優惠價 $1265/人 (已含服務費) (原價$1738) - 2,餐飲,,,
彩日本料理 - 台北君悅酒店 Grand Hyatt Taipei - 台北【彩日本料理-台北君悅酒店 Grand Hyatt Taipei】EZTABLE 獨家方案，週六、日及國定假日午晚餐吃到飽特別優惠價  $1345/人 (原價 $1738) - 2,餐飲,,,
彩日本料理-台北君悅酒店 Grand Hyatt Taipei - 台北【彩日本料理-台北君悅酒店 Grand Hyatt Taipei】EZTABLE 2/15-4/30 限時預訂，平日午晚餐吃到飽 特別優惠價 $1105/人 (已含服務費) (原價$1518) - 2,餐飲,,,
彩日本料理-台北君悅酒店 Grand Hyatt Taipei - 台北【彩日本料理-台北君悅酒店 Grand Hyatt Taipei】EZTABLE 聖誕跨年，12/24 晚餐、12/31 晚餐 吃到飽優惠價 $2068 /人 (已含服務費) - 2,餐飲,,,
彩日本料理-台北君悅酒店 Grand Hyatt Taipei - 台北【彩日本料理-台北君悅酒店 Grand Hyatt Taipei】EZTABLE 獨家方案，午晚餐吃到飽特別優惠價 1380 元/人 (原價 1380+10%) - 2,餐飲,,,
彩婕美睫造型 - 皇家蠶絲毛 250 根 120 min - 1,美顏/造型,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 老饕方案，午餐吃到飽 $1650 元/人 (已含服務費)，另贈『指定紅酒乙杯』(價值 275 元)！ - 3,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 老饕方案，晚餐吃到飽 $2200 元/人 (已含服務費)，另贈『指定紅酒乙杯』(價值 275 元)！ - 2,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 老饕方案，晚餐吃到飽 $2200 元/人 (已含服務費)，另贈『指定紅酒乙杯』(價值 275 元)！ - 5,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 超值方案，週一週二 午餐吃到飽優惠價 $ 1425/人 (含服務費) (原價$1650) - 1,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 超值方案，週一週二 午餐吃到飽優惠價 $ 1425/人 (含服務費) (原價$1650) - 2,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 超值方案，週一週二 晚餐吃到飽優惠價 $ 1900/人 (含服務費) (原價$2200) - 2,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 超值方案，週一週二 晚餐吃到飽優惠價 $ 1900/人 (含服務費) (原價$2200) - 3,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 超值方案，週三週四 下午茶吃到飽優惠價 $ 980/人 (含服務費) (原價$1078) - 2,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 超值方案，週三週四 午餐吃到飽優惠價 $ 1500/人 (含服務費) (原價$1650) - 2,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 超值方案，週三週四 午餐吃到飽優惠價 $ 1500/人 (含服務費) (原價$1650) - 3,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 超值方案，週三週四 午餐吃到飽優惠價 $ 1500/人 (含服務費) (原價$1650) - 4,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 超值方案，週三週四 晚餐吃到飽優惠價 $ 2000/人 (含服務費) (原價$2200) - 1,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 超值方案，週三週四 晚餐吃到飽優惠價 $ 2000/人 (含服務費) (原價$2200) - 2,餐飲,,,
彩匯 - 台北美福大飯店 - 台北【彩匯 - 台北美福大飯店】EZTABLE 獨家方案，下午茶吃到飽 特別優惠價 1078 元/人 (已含服務費) - 4,餐飲,,,
御皇居足體養生會館 - 沐足按摩 + 身體推拿 120 min｜贈去角質 - 2,按摩,,,
御蓮齋 - 蔬食百匯吃到飽 Regal Lotus - 台北【御蓮齋】EZTABLE 獨家方案，國定假日及特殊節日午晚餐保留位 $880/人 - 1,餐飲,,,
御蓮齋 - 蔬食百匯吃到飽 Regal Lotus - 台北【御蓮齋】EZTABLE 獨家方案，週一至週日午餐優惠價 $650/人（原價$770） - 1,餐飲,,,
御蓮齋 - 蔬食百匯吃到飽 Regal Lotus - 台北【御蓮齋】EZTABLE 獨家方案，週一至週日晚餐優惠價 $650/人（原價$800） - 1,餐飲,,,
御蓮齋 - 蔬食百匯吃到飽 Regal Lotus - 台北【御蓮齋】EZTABLE 獨家方案，週一至週日晚餐優惠價 $650/人（原價$800） - 6,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
探索廚房 -  Le Méridien Taipei 台北寒舍艾美酒店 - 【台北寒舍艾美酒店 - 探索廚房,餐飲,,,
敘日全日餐廳-台北六福萬怡酒店 (南港) - 【敘日全日餐廳-台北六福萬怡酒店】EZTABLE 獨家方案，平假日下午茶單人 全台最低價 $600/人(原價$759)  - 3,餐飲,,,
敘日全日餐廳-台北六福萬怡酒店 (南港) - 【敘日全日餐廳-台北六福萬怡酒店】EZTABLE 獨家方案，平假日下午茶單人 全台最低價 $600/人(原價$759)  - 6,餐飲,,,
敘日全日餐廳-台北六福萬怡酒店 (南港) - 台北【敘日全日餐廳-台北六福萬怡酒店】EZTABLE 限量方案，午晚餐吃到飽 + 波士頓龍蝦主餐，特別優惠價 1480 元/人 (原價 $1848) - 2,餐飲,,,
敘日全日餐廳-台北六福萬怡酒店 (南港) - 台北【敘日全日餐廳-台北六福萬怡酒店】EZTABLE 限量方案，午晚餐吃到飽 + 波士頓龍蝦主餐，特別優惠價 1480 元/人 (原價 $1848) - 2<br>台北【敘日全日餐廳-台北六福萬怡酒店】EZTABLE 獨家方案，午餐、晚餐吃到飽特別優惠價 1200 元/人 (原價 $1380+10%)，可享價值 $1380 位上主餐或現場可補差額更換位上主餐。 - 4,餐飲,,,
敘日全日餐廳-台北六福萬怡酒店 (南港) - 台北【敘日全日餐廳-台北六福萬怡酒店】EZTABLE 獨家方案，午餐、晚餐吃到飽特別優惠價 1200 元/人 (原價 $1380+10%)，可享價值 $1380 位上主餐或現場可補差額更換位上主餐。 - 1<br>台北【敘日全日餐廳-台北六福萬怡酒店】EZTABLE 限量方案，午晚餐吃到飽 + 波士頓龍蝦主餐，特別優惠價 1480 元/人 (原價 $1848) - 1,餐飲,,,
教父牛排 Danny's Steakhouse（連續兩年 米其林指南一星推薦） - 台北【教父牛排 Danny's Steakhouse 】EZTABLE獨家方案，預付$500/人，可享有餐廳獨家保留位！(預付額可折抵500元消費) - 2,餐飲,,,
教父牛排 Danny's Steakhouse（連續兩年 米其林指南一星推薦） - 台北【教父牛排 Danny's Steakhouse 】EZTABLE獨家方案，預付$500/人，可享有餐廳獨家保留位！(預付額可折抵500元消費) - 4,餐飲,,,
教父牛排 Danny's Steakhouse（連續兩年 米其林指南一星推薦） - 台北【教父牛排 Danny's Steakhouse】EZTABLE 獨家方案，預付 $500/人，可享有餐廳獨家保留位！ (預付額可折抵 500 元消費)  - 1,餐飲,,,
教父牛排 Danny's Steakhouse（連續兩年 米其林指南一星推薦） - 台北【教父牛排 Danny's Steakhouse】EZTABLE 獨家方案，預付 $500/人，可享有餐廳獨家保留位！ (預付額可折抵 500 元消費)  - 2,餐飲,,,
教父牛排 Danny's Steakhouse（連續兩年 米其林指南一星推薦） - 台北【教父牛排 Danny's Steakhouse】EZTABLE 獨家方案，預付 $500/人，可享有餐廳獨家保留位！ (預付額可折抵 500 元消費)  - 3,餐飲,,,
教父牛排 Danny's Steakhouse（連續兩年 米其林指南一星推薦） - 台北【教父牛排 Danny's Steakhouse】EZTABLE 獨家方案，預付 $500/人，可享有餐廳獨家保留位！ (預付額可折抵 500 元消費)  - 4,餐飲,,,
教父牛排 Danny's Steakhouse（連續兩年 米其林指南一星推薦） - 台北【教父牛排Danny'sSteakhouse】EZTABLE獨家方案，預付$500/人，可享有餐廳獨家保留位！(預付額可折抵500元消費) - 2,餐飲,,,
曼谷米其林｜Baan Taipei - 現場折抵 800 元｜曼谷米其林 - 3,餐飲,,,
曼谷甸泰國古式養生館 - 泰式古法指壓 120 min - 1,按摩,,,
曼谷甸泰國古式養生館 - 泰式古法指壓 120 min - 2,按摩,,,
曼谷甸泰國古式養生館 - 泰式油壓按摩 120 min - 1,按摩,,,
曼谷屋養身館 - 泰式古法指壓 120 min｜純泰籍女師 - 1,按摩,,,
曼谷屋養身館 - 泰式古法指壓按摩 120 min - 1,按摩,,,
梁記嘉義雞肉飯 - 雞肉飯便當 - 2<br>苦瓜排骨湯 - 1<br>荷包蛋/顆 - 2,餐飲,,,
梅庭苑.沐心SPA會館 - 泰式古法推拿 60 min｜贈頭部芳療 SPA - 1,按摩,,,
梅庭苑.沐心SPA會館 - 泰式薰香芳療油壓 90 min｜贈頭部芳療 SPA - 2,按摩,,,
梅庭苑.沐心SPA會館 - 頭部薰香放鬆SPA 60 min - 1,按摩,,,
涮霸 - 新北【涮霸】EZTABLE 獨家方案，預付$250/人，可抵現場消費$300！ - 2,餐飲,,,
淞心苑紓壓精緻會館 - 指油壓紓心按摩 100 min - 2,按摩,,,
淞心苑紓壓精緻會館 - 指油壓紓心按摩 60 min - 3,按摩,,,
淡水榕堤水灣餐廳 - 新北【淡水榕堤水灣餐廳】EZTABLE 獨家方案，訂位並預付餐費 300 元/人，享結賬金額 (不含服務費) 95 折優惠！ - 2,餐飲,,,
清新溫泉飯店-天地一家（中式餐廳） - 台中【清新溫泉飯店】EZTABLE 獨家方案，平日午餐吃到飽 特別優惠價：620 元！ (原價 660 元) - 4,餐飲,,,
清新溫泉飯店-新采西餐廳 - 台中【清新溫泉飯店】EZTABLE 獨家方案，平日午餐吃到飽 特別優惠價：620 元！ (原價 660 元) - 5,餐飲,,,
清潭洞韓式燒烤餐廳 - 台北【清潭洞韓式燒烤餐廳】EZTABLE 獨家方案，平假日預付 $600元/人，即贈和牛牛肋條或伊比例豬五花（預付額可抵消費） - 1,餐飲,,,
清潭洞韓式燒烤餐廳 - 台北【清潭洞韓式燒烤餐廳】EZTABLE 獨家方案，平假日預付 $600元/人，即贈和牛牛肋條或伊比例豬五花（預付額可抵消費） - 2,餐飲,,,
清潭洞韓式燒烤餐廳 - 台北【清潭洞韓式燒烤餐廳】EZTABLE 獨家方案，平假日預付 $600元/人，即贈和牛牛肋條或伊比例豬五花（預付額可抵消費） - 4,餐飲,,,
現代百貨免稅店 貿易中心&東大門店 自由行專享優惠券 - 自由行專享禮遇大禮包 - 1,旅遊,,,
產出餐酒館 Ouifood Bistro(雙連站、中山站） - 台北【產出餐酒館Ouifood】EZTABLE 獨家方案，預付 $2500，即贈送精選威士忌一瓶（價值$2600）! - 1,餐飲,,,
異料理 - THE LANDIS TAICHUNG(Hotel ONE)台中亞緻大飯店 - 台中【異料理 - Hotel ONE台中亞緻大飯店】EZTABLE 獨家方案，平假日午晚餐 預付 $400 /人  結帳享 88 折 (10% 服務費另計) - 4,餐飲,,,
異料理 - THE LANDIS TAICHUNG(Hotel ONE)台中亞緻大飯店 - 台中【異料理 - Hotel ONE台中亞緻大飯店】EZTABLE 獨家方案，週六、週日下午茶預付 $400 /人，享結帳 88 折 (10% 服務費另計) - 9,餐飲,,,
盛宴自助餐廳 - 新竹喜來登大飯店 - 新竹【盛宴自助餐廳 - 新竹喜來登大飯店】EZTABLE 獨家方案，平日下午茶特別優惠價 600 元/人 (已含服務費) (原價693元) - 3,餐飲,,,
盛宴自助餐廳 - 新竹喜來登大飯店 - 新竹【盛宴自助餐廳 - 新竹喜來登大飯店】EZTABLE 獨家方案，平日下午茶特別優惠價 600 元/人 (已含服務費) (原價693元) - 5,餐飲,,,
盛宴自助餐廳 - 新竹喜來登大飯店 - 新竹【盛宴自助餐廳 - 新竹喜來登大飯店】EZTABLE 獨家方案，平日午餐特別優惠價 905 元/人 (已含服務費) (原價1023元) - 1,餐飲,,,
盛宴自助餐廳 - 新竹喜來登大飯店 - 新竹【盛宴自助餐廳 - 新竹喜來登大飯店】EZTABLE 獨家方案，假日下午茶特別優惠價 700 元/人 (已含服務費) (原價803元) - 4,餐飲,,,
盛宴自助餐廳 - 新竹喜來登大飯店 - 新竹【盛宴自助餐廳 - 新竹喜來登大飯店】EZTABLE 獨家方案，假日下午茶特別優惠價 700 元/人 (已含服務費) (原價803元) - 9,餐飲,,,
盛宴自助餐廳 - 新竹喜來登大飯店 - 新竹【盛宴自助餐廳 - 新竹喜來登大飯店】EZTABLE 獨家方案，假日午晚餐特別優惠價 1250 元/人 (已含服務費) (原價1	408元) - 9,餐飲,,,
笨豬跳 韓式燒肉 台南店 - 優雅跳雙人套餐 - 1,餐飲,,,
荷采泰式養生館 - 泰式古法指壓 120 min - 1,按摩,,,
莆田 - 竹北光明店 - 【莆田】EZTABLE獨家方案，預付 4人 $500/人，即贈送「星洲肉骨茶」乙份(價值$450) - 1<br>【莆田】EZTABLE獨家方案，預付500元，享獨家保留位！ - 2,餐飲,,,
莆田 - 高雄自由店 - 【莆田】EZTABLE獨家方案，預付500元，享獨家保留位！ - 4,餐飲,,,
莫內西餐廳 - 煙波大飯店新竹湖濱館 - 新竹【莫內西餐廳 - 煙波大飯店新竹湖濱館】EZTABLE 獨家方案，週五至週日晚餐吃到飽，四人同行優惠價 $3350/4人(原價$3740) - 1,餐飲,,,
覓奇頂級龍蝦和牛日本料理 - 高雄【覓奇頂級龍蝦和牛日本料理】EZTABLE獨家方案，預付$1000/人，享結帳95折！ - 4,餐飲,,,
軟食力 - 台味香料九層塔蛋餅 (蛋餅不論口味一單總數最多限購25份) - 1<br>憨吉薯條 - 1<br>肉鬆/素鬆蛋餅 (蛋餅不論口味一單總數最多限購25份) - 1<br>起士玉米蛋餅 (蛋餅不論口味一單總數最多限購25份) - 1<br>油甲鬼蛋餅 (蛋餅不論口味一單總數最多限購25份) - 1,餐飲,,,
這一鍋皇室秘藏鍋物 - 板橋府中殿 - 全台【這一鍋皇室秘藏鍋物】EZTABLE獨家方案， 預付 $200/人，每桌招待「黑豚1983豬五花」一份 (價值 $198) - 2,餐飲,,,
這一鍋皇室秘藏鍋物 - 板橋府中殿 - 全台【這一鍋皇室秘藏鍋物】EZTABLE獨家方案， 預付 $200/人，每桌招待「黑豚1983豬五花」一份 (價值 $198) - 3,餐飲,,,
這一鍋皇室秘藏鍋物 - 板橋府中殿 - 全台【這一鍋皇室秘藏鍋物】EZTABLE獨家方案， 預付 $200/人，每桌招待「黑豚1983豬五花」一份 (價值 $198) - 5,餐飲,,,
這一鍋皇室秘藏鍋物 - 信義殿  - 全台【這一鍋皇室秘藏鍋物】EZTABLE獨家方案， 預付 $200/人，每桌招待「黑豚1983豬五花」一份 (價值 $198) - 2,餐飲,,,
